"","age","workclass","education.num","marital.status","occupation","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income","workclasscode","marital.statuscode","occupationcode","racecode","sexcode","native.countrycode","incomecode"
"16812",23,"Private",10,"Never-married","Adm-clerical","White","Male",0,0,32,"United-States","<=50K",3,5,1,5,2,39,1
"16813",21,"Private",10,"Never-married","Sales","White","Male",0,0,10,"United-States","<=50K",3,5,12,5,2,39,1
"16814",25,"Private",13,"Never-married","Exec-managerial","White","Male",0,0,40,"United-States","<=50K",3,5,4,5,2,39,1
"16816",24,"Private",13,"Never-married","Sales","White","Female",0,0,40,"United-States","<=50K",3,5,12,5,1,39,1
"16817",22,"Private",10,"Never-married","Prof-specialty","White","Female",0,0,20,"United-States","<=50K",3,5,10,5,1,39,1
"16818",26,"Private",9,"Married-civ-spouse","Other-service","White","Female",0,0,40,"Mexico","<=50K",3,3,8,5,1,26,1
"16819",22,"Private",5,"Never-married","Machine-op-inspct","White","Male",0,0,40,"Guatemala","<=50K",3,5,7,5,2,13,1
"16820",41,"Local-gov",13,"Married-civ-spouse","Protective-serv","White","Male",0,0,40,"United-States",">50K",2,3,11,5,2,39,2
"16821",18,"Private",9,"Married-civ-spouse","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,3,1,5,1,39,1
"16822",24,"Private",13,"Never-married","Sales","White","Male",0,0,40,"United-States","<=50K",3,5,12,5,2,39,1
"16823",36,"Private",13,"Never-married","Adm-clerical","White","Female",0,0,17,"United-States","<=50K",3,5,1,5,1,39,1
"16824",45,"Local-gov",14,"Divorced","Prof-specialty","White","Female",0,0,55,"United-States","<=50K",2,1,10,5,1,39,1
"16825",38,"Local-gov",10,"Married-civ-spouse","Tech-support","White","Male",0,0,40,"United-States",">50K",2,3,13,5,2,39,2
"16826",38,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,50,"United-States",">50K",3,3,3,5,2,39,2
"16827",34,"Self-emp-not-inc",9,"Never-married","Farming-fishing","White","Male",0,0,40,"United-States","<=50K",5,5,5,5,2,39,1
"16828",53,"Local-gov",12,"Never-married","Adm-clerical","Black","Male",0,0,40,"United-States","<=50K",2,5,1,3,2,39,1
"16829",32,"Private",11,"Married-civ-spouse","Prof-specialty","White","Female",0,0,40,"United-States",">50K",3,3,10,5,1,39,2
"16830",17,"Private",7,"Never-married","Sales","Black","Female",0,0,30,"United-States","<=50K",3,5,12,3,1,39,1
"16831",31,"Local-gov",9,"Married-civ-spouse","Protective-serv","White","Male",0,0,48,"United-States","<=50K",2,3,11,5,2,39,1
"16832",47,"State-gov",16,"Married-civ-spouse","Prof-specialty","White","Male",0,0,45,"United-States","<=50K",6,3,10,5,2,39,1
"16833",27,"Private",9,"Never-married","Sales","White","Male",0,0,50,"United-States","<=50K",3,5,12,5,2,39,1
"16834",61,"Federal-gov",10,"Married-civ-spouse","Adm-clerical","White","Female",0,0,30,"United-States","<=50K",1,3,1,5,1,39,1
"16835",33,"Private",9,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States","<=50K",3,3,14,5,2,39,1
"16836",67,"Private",9,"Separated","Machine-op-inspct","White","Female",0,0,40,"United-States","<=50K",3,6,7,5,1,39,1
"16837",38,"Private",13,"Separated","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,6,3,5,2,39,1
"16838",25,"Private",9,"Divorced","Sales","White","Female",0,0,40,"United-States","<=50K",3,1,12,5,1,39,1
"16839",33,"Local-gov",3,"Never-married","Other-service","Other","Female",0,0,40,"El-Salvador","<=50K",2,5,8,4,1,8,1
"16840",27,"Private",9,"Married-civ-spouse","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,3,1,5,1,39,1
"16841",45,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,60,"United-States",">50K",3,3,3,5,2,39,2
"16842",24,"Private",13,"Never-married","Adm-clerical","Asian-Pac-Islander","Female",0,0,40,"Taiwan","<=50K",3,5,1,2,1,36,1
"16843",23,"Private",11,"Never-married","Tech-support","White","Male",0,0,40,"United-States","<=50K",3,5,13,5,2,39,1
"16844",48,"Private",10,"Divorced","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,1,1,5,1,39,1
"16845",61,"Federal-gov",10,"Married-civ-spouse","Adm-clerical","White","Male",0,0,40,"United-States",">50K",1,3,1,5,2,39,2
"16846",22,"Private",9,"Never-married","Prof-specialty","White","Female",0,0,20,"United-States","<=50K",3,5,10,5,1,39,1
"16847",34,"Private",11,"Divorced","Tech-support","White","Female",0,0,40,"United-States","<=50K",3,1,13,5,1,39,1
"16848",35,"Federal-gov",10,"Divorced","Adm-clerical","White","Female",0,0,50,"United-States","<=50K",1,1,1,5,1,39,1
"16849",36,"Private",6,"Never-married","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,5,3,5,2,39,1
"16850",24,"Private",9,"Never-married","Exec-managerial","White","Male",0,0,40,"United-States","<=50K",3,5,4,5,2,39,1
"16851",60,"Private",5,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"16853",64,"Private",9,"Divorced","Craft-repair","White","Male",0,0,20,"United-States","<=50K",3,1,3,5,2,39,1
"16854",22,"Private",9,"Never-married","Sales","White","Female",0,0,35,"United-States","<=50K",3,5,12,5,1,39,1
"16855",27,"Private",3,"Never-married","Priv-house-serv","White","Female",0,0,65,"England","<=50K",3,5,9,5,1,9,1
"16856",36,"State-gov",10,"Divorced","Transport-moving","White","Male",0,0,60,"United-States","<=50K",6,1,14,5,2,39,1
"16857",27,"Private",9,"Never-married","Sales","Black","Female",0,0,30,"United-States","<=50K",3,5,12,3,1,39,1
"16858",52,"Private",10,"Widowed","Sales","White","Female",0,0,40,"United-States","<=50K",3,7,12,5,1,39,1
"16859",57,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","White","Male",0,0,45,"United-States","<=50K",5,3,5,5,2,39,1
"16860",23,"Private",10,"Never-married","Adm-clerical","Asian-Pac-Islander","Male",0,0,24,"Vietnam","<=50K",3,5,1,2,2,40,1
"16861",29,"Self-emp-not-inc",9,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,40,"United-States","<=50K",5,3,7,5,2,39,1
"16862",34,"Private",9,"Never-married","Transport-moving","Black","Male",0,0,80,"United-States","<=50K",3,5,14,3,2,39,1
"16863",38,"Private",9,"Never-married","Other-service","Black","Female",0,0,30,"United-States","<=50K",3,5,8,3,1,39,1
"16864",50,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","White","Male",0,0,84,"United-States",">50K",5,3,5,5,2,39,2
"16865",50,"Private",7,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States","<=50K",3,3,14,5,2,39,1
"16866",51,"Self-emp-not-inc",13,"Married-civ-spouse","Exec-managerial","White","Female",0,0,40,"United-States",">50K",5,3,4,5,1,39,2
"16867",17,"Self-emp-inc",6,"Never-married","Craft-repair","White","Male",0,0,40,"United-States","<=50K",4,5,3,5,2,39,1
"16868",25,"Private",7,"Married-spouse-absent","Handlers-cleaners","White","Female",0,0,40,"Mexico","<=50K",3,4,6,5,1,26,1
"16869",19,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"16870",43,"Self-emp-not-inc",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",5,3,3,5,2,39,1
"16871",18,"Private",5,"Never-married","Machine-op-inspct","White","Male",0,0,40,"Mexico","<=50K",3,5,7,5,2,26,1
"16872",27,"Private",14,"Never-married","Exec-managerial","White","Female",0,0,40,"United-States","<=50K",3,5,4,5,1,39,1
"16873",39,"Private",11,"Never-married","Farming-fishing","White","Male",0,0,60,"United-States","<=50K",3,5,5,5,2,39,1
"16874",44,"Private",13,"Married-civ-spouse","Sales","White","Male",0,0,40,"United-States",">50K",3,3,12,5,2,39,2
"16875",19,"Private",9,"Never-married","Adm-clerical","White","Female",0,0,35,"United-States","<=50K",3,5,1,5,1,39,1
"16876",32,"Local-gov",9,"Never-married","Other-service","White","Male",0,0,40,"United-States","<=50K",2,5,8,5,2,39,1
"16877",48,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States",">50K",3,3,3,5,2,39,2
"16878",46,"Private",12,"Married-civ-spouse","Sales","White","Male",0,0,50,"United-States","<=50K",3,3,12,5,2,39,1
"16879",65,"Private",7,"Widowed","Sales","White","Female",0,0,20,"United-States","<=50K",3,7,12,5,1,39,1
"16880",57,"Self-emp-inc",13,"Married-civ-spouse","Prof-specialty","White","Male",0,0,45,"United-States",">50K",4,3,10,5,2,39,2
"16881",48,"Private",9,"Never-married","Other-service","Black","Female",0,0,32,"Haiti","<=50K",3,5,8,3,1,14,1
"16882",27,"Private",6,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,40,"United-States","<=50K",3,3,6,5,2,39,1
"16886",29,"Self-emp-not-inc",9,"Married-civ-spouse","Farming-fishing","White","Male",0,0,70,"United-States","<=50K",5,3,5,5,2,39,1
"16887",65,"Private",9,"Widowed","Other-service","White","Female",0,0,15,"United-States","<=50K",3,7,8,5,1,39,1
"16889",47,"Federal-gov",10,"Married-civ-spouse","Adm-clerical","White","Male",0,0,40,"United-States","<=50K",1,3,1,5,2,39,1
"16890",17,"Private",5,"Never-married","Craft-repair","White","Female",0,0,16,"United-States","<=50K",3,5,3,5,1,39,1
"16891",38,"Local-gov",3,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,40,"Mexico","<=50K",2,3,6,5,2,26,1
"16892",38,"Local-gov",14,"Married-civ-spouse","Prof-specialty","White","Male",0,0,40,"United-States",">50K",2,3,10,5,2,39,2
"16893",39,"Self-emp-not-inc",9,"Never-married","Sales","White","Female",0,0,4,"United-States","<=50K",5,5,12,5,1,39,1
"16895",52,"Private",6,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,41,"United-States","<=50K",3,3,7,5,2,39,1
"16896",46,"Self-emp-not-inc",10,"Married-civ-spouse","Exec-managerial","White","Male",0,0,58,"United-States",">50K",5,3,4,5,2,39,2
"16897",22,"Private",13,"Never-married","Exec-managerial","White","Female",0,0,30,"United-States","<=50K",3,5,4,5,1,39,1
"16898",56,"Private",14,"Never-married","Sales","White","Male",0,0,50,"United-States","<=50K",3,5,12,5,2,39,1
"16899",37,"Self-emp-not-inc",7,"Divorced","Prof-specialty","Black","Female",0,0,30,"United-States","<=50K",5,1,10,3,1,39,1
"16900",59,"Private",13,"Divorced","Sales","White","Male",0,0,55,"United-States",">50K",3,1,12,5,2,39,2
"16901",31,"Private",5,"Never-married","Craft-repair","Other","Male",0,0,45,"United-States","<=50K",3,5,3,4,2,39,1
"16902",22,"Private",10,"Never-married","Sales","Asian-Pac-Islander","Male",0,0,20,"Philippines","<=50K",3,5,12,2,2,30,1
"16903",48,"Self-emp-not-inc",16,"Never-married","Prof-specialty","White","Female",0,0,60,"United-States",">50K",5,5,10,5,1,39,2
"16904",63,"Self-emp-inc",13,"Married-civ-spouse","Exec-managerial","White","Male",0,0,60,"United-States","<=50K",4,3,4,5,2,39,1
"16905",53,"Private",9,"Never-married","Farming-fishing","White","Male",0,0,10,"United-States","<=50K",3,5,5,5,2,39,1
"16907",39,"Private",12,"Married-civ-spouse","Sales","White","Male",0,0,24,"United-States","<=50K",3,3,12,5,2,39,1
"16908",59,"Private",15,"Married-spouse-absent","Prof-specialty","White","Male",0,0,50,"United-States","<=50K",3,4,10,5,2,39,1
"16909",45,"Private",9,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,40,"United-States","<=50K",3,3,7,5,2,39,1
"16910",39,"Private",10,"Divorced","Adm-clerical","White","Female",0,0,45,"United-States","<=50K",3,1,1,5,1,39,1
"16911",60,"State-gov",9,"Widowed","Adm-clerical","White","Female",0,0,35,"United-States","<=50K",6,7,1,5,1,39,1
"16912",38,"Private",13,"Divorced","Prof-specialty","White","Female",0,0,56,"United-States","<=50K",3,1,10,5,1,39,1
"16913",31,"Private",9,"Divorced","Adm-clerical","White","Male",0,0,40,"United-States","<=50K",3,1,1,5,2,39,1
"16914",61,"Self-emp-not-inc",13,"Married-civ-spouse","Prof-specialty","White","Male",0,0,50,"United-States",">50K",5,3,10,5,2,39,2
"16916",26,"Private",13,"Never-married","Sales","Asian-Pac-Islander","Male",0,0,20,"South","<=50K",3,5,12,2,2,35,1
"16918",32,"Private",10,"Divorced","Exec-managerial","White","Male",0,0,60,"United-States","<=50K",3,1,4,5,2,39,1
"16919",25,"Local-gov",13,"Never-married","Exec-managerial","White","Female",0,0,20,"United-States","<=50K",2,5,4,5,1,39,1
"16922",66,"Private",6,"Widowed","Transport-moving","White","Female",0,0,11,"United-States","<=50K",3,7,14,5,1,39,1
"16923",31,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,3,3,5,2,39,1
"16926",22,"Private",10,"Never-married","Other-service","White","Male",0,0,16,"United-States","<=50K",3,5,8,5,2,39,1
"16927",46,"Local-gov",13,"Married-civ-spouse","Exec-managerial","Black","Male",0,0,40,"United-States",">50K",2,3,4,3,2,39,2
"16928",33,"Private",10,"Married-civ-spouse","Other-service","White","Female",0,0,35,"United-States","<=50K",3,3,8,5,1,39,1
"16929",26,"State-gov",14,"Married-civ-spouse","Prof-specialty","White","Male",0,0,30,"United-States","<=50K",6,3,10,5,2,39,1
"16930",42,"Self-emp-not-inc",13,"Married-civ-spouse","Farming-fishing","White","Male",0,0,50,"United-States","<=50K",5,3,5,5,2,39,1
"16931",45,"Private",9,"Never-married","Other-service","White","Female",0,0,40,"United-States","<=50K",3,5,8,5,1,39,1
"16932",43,"Private",10,"Married-civ-spouse","Prof-specialty","Other","Female",0,0,6,"Puerto-Rico","<=50K",3,3,10,4,1,33,1
"16934",27,"Private",13,"Never-married","Exec-managerial","White","Female",0,0,99,"United-States","<=50K",3,5,4,5,1,39,1
"16935",42,"Private",9,"Never-married","Transport-moving","White","Male",0,0,40,"United-States","<=50K",3,5,14,5,2,39,1
"16936",38,"Private",13,"Married-civ-spouse","Tech-support","White","Male",0,0,45,"United-States",">50K",3,3,13,5,2,39,2
"16937",44,"Private",9,"Divorced","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,1,1,5,1,39,1
"16938",36,"Private",9,"Married-civ-spouse","Craft-repair","White","Male",0,0,64,"United-States",">50K",3,3,3,5,2,39,2
"16939",37,"Private",9,"Married-civ-spouse","Other-service","Asian-Pac-Islander","Female",0,0,60,"Philippines","<=50K",3,3,8,2,1,30,1
"16940",29,"Private",13,"Never-married","Exec-managerial","White","Male",0,0,50,"United-States",">50K",3,5,4,5,2,39,2
"16942",42,"Self-emp-not-inc",13,"Married-spouse-absent","Exec-managerial","White","Male",0,0,45,"Poland","<=50K",5,4,4,5,2,31,1
"16943",80,"Private",10,"Widowed","Adm-clerical","White","Female",0,0,20,"United-States","<=50K",3,7,1,5,1,39,1
"16944",61,"Private",7,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States","<=50K",3,3,14,5,2,39,1
"16945",20,"Private",10,"Never-married","Other-service","White","Female",0,0,25,"United-States","<=50K",3,5,8,5,1,39,1
"16946",23,"Private",9,"Never-married","Craft-repair","White","Male",0,0,40,"United-States","<=50K",3,5,3,5,2,39,1
"16947",48,"Federal-gov",10,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States",">50K",1,3,3,5,2,39,2
"16948",24,"Private",13,"Never-married","Exec-managerial","White","Female",0,0,50,"United-States","<=50K",3,5,4,5,1,39,1
"16949",71,"State-gov",9,"Married-civ-spouse","Craft-repair","Black","Male",0,0,40,"United-States","<=50K",6,3,3,3,2,39,1
"16950",49,"Private",7,"Married-civ-spouse","Other-service","White","Female",0,0,6,"United-States","<=50K",3,3,8,5,1,39,1
"16951",39,"Federal-gov",9,"Never-married","Armed-Forces","White","Male",0,0,50,"United-States","<=50K",1,5,2,5,2,39,1
"16952",22,"Private",13,"Never-married","Adm-clerical","White","Female",0,0,25,"United-States","<=50K",3,5,1,5,1,39,1
"16953",67,"Federal-gov",13,"Widowed","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",1,7,1,5,1,39,1
"16954",18,"Private",9,"Never-married","Sales","White","Female",0,0,25,"United-States","<=50K",3,5,12,5,1,39,1
"16956",50,"Private",9,"Divorced","Adm-clerical","White","Female",0,0,40,"United-States","<=50K",3,1,1,5,1,39,1
"16957",56,"Self-emp-not-inc",12,"Married-civ-spouse","Farming-fishing","White","Female",0,0,40,"United-States","<=50K",5,3,5,5,1,39,1
"16958",23,"Private",10,"Never-married","Other-service","White","Female",0,0,20,"United-States","<=50K",3,5,8,5,1,39,1
"16959",26,"Private",10,"Married-civ-spouse","Transport-moving","White","Male",0,0,40,"United-States","<=50K",3,3,14,5,2,39,1
"16960",32,"Private",9,"Married-civ-spouse","Machine-op-inspct","White","Male",0,0,40,"United-States","<=50K",3,3,7,5,2,39,1
"16961",27,"Private",9,"Married-spouse-absent","Farming-fishing","White","Female",0,0,40,"Mexico","<=50K",3,4,5,5,1,26,1
"16962",43,"Private",12,"Married-civ-spouse","Handlers-cleaners","White","Male",0,0,60,"United-States","<=50K",3,3,6,5,2,39,1
"16963",31,"State-gov",10,"Married-civ-spouse","Craft-repair","White","Male",0,0,35,"United-States",">50K",6,3,3,5,2,39,2
"16964",57,"Private",10,"Married-civ-spouse","Craft-repair","White","Male",0,0,40,"United-States",">50K",3,3,3,5,2,39,2
"16965",25,"Private",13,"Never-married","Exec-managerial","White","Male",0,0,35,"United-States","<=50K",3,5,4,5,2,39,1
"16966",22,"Private",11,"Never-married","Other-service","Black","Female",0,0,36,"United-States","<=50K",3,5,8,3,1,39,1
"16967",20,"Local-gov",11,"Never-married","Adm-clerical","White","Female",0,0,35,"United-States","<=50K",2,5,1,5,1,39,1
"16968",39,"Private",10,"Divorced","Exec-managerial","White","Female",0,0,40,"Mexico","<=50K",3,1,4,5,1,26,1
"16969",27,"State-gov",14,"Never-married","Prof-specialty","White","Male",0,0,40,"United-States","<=50K",6,5,10,5,2,39,1
"16970",41,"Local-gov",9,"Separated","Transport-moving","White","Male",0,0,40,"United-States","<=50K",2,6,14,5,2,39,1
"16971",31,"Local-gov",13,"Never-married","Prof-specialty","White","Male",0,0,45,"United-States","<=50K",2,5,10,5,2,39,1
"16972",41,"Private",12,"Married-civ-spouse","Sales","White","Male",0,0,20,"United-States","<=50K",3,3,12,5,2,39,1
"16973",25,"Private",13,"Never-married","Exec-managerial","White","Male",0,0,40,"United-States","<=50K",3,5,4,5,2,39,1
"16974",29,"State-gov",12,"Never-married","Prof-specialty","Black","Male",0,0,40,"United-States",">50K",6,5,10,3,2,39,2
"16975",22,"Private",9,"Married-civ-spouse","Other-service","White","Male",0,0,50,"United-States","<=50K",3,3,8,5,2,39,1
"16976",62,"Private",4,"Married-civ-spouse","Protective-serv","White","Male",0,0,91,"United-States","<=50K",3,3,11,5,2,39,1
"16977",29,"Federal-gov",9,"Divorced","Exec-managerial","Other","Female",0,0,40,"United-States","<=50K",1,1,4,4,1,39,1
"16978",44,"Private",10,"Married-civ-spouse","Exec-managerial","White","Female",0,0,70,"United-States",">50K",3,3,4,5,1,39,2
"16979",32,"Private",13,"Married-civ-spouse","Adm-clerical","White","Female",0,0,2,"United-States","<=50K",3,3,1,5,1,39,1
"16981",20,"Private",11,"Never-married","Machine-op-inspct","White","Female",0,0,40,"United-States","<=50K",3,5,7,5,1,39,1
"16982",65,"State-gov",10,"Married-civ-spouse","Machine-op-inspct","Black","Male",0,0,40,"United-States",">50K",6,3,7,3,2,39,2
"16983",24,"Private",9,"Never-married","Handlers-cleaners","White","Female",0,0,36,"United-States","<=50K",3,5,6,5,1,39,1
"16984",37,"Self-emp-not-inc",14,"Married-civ-spouse","Exec-managerial","White","Male",0,0,50,"United-States",">50K",5,3,4,5,2,39,2
"16985",43,"Local-gov",9,"Divorced","Tech-support","Black","Female",0,0,40,"United-States","<=50K",2,1,13,3,1,39,1
"16986",38,"Self-emp-not-inc",13,"Married-civ-spouse","Sales","White","Female",0,0,60,"United-States",">50K",5,3,12,5,1,39,2
